trial,k,n,backoff,heuristic,word_count,errors,FP(ADJ),FN(ADJ),TP(ADJ),TN(ADJ),P(ADJ),R(ADJ),A(ADJ),F1(ADJ),FP(ADP),FN(ADP),TP(ADP),TN(ADP),P(ADP),R(ADP),A(ADP),F1(ADP),FP(ADV),FN(ADV),TP(ADV),TN(ADV),P(ADV),R(ADV),A(ADV),F1(ADV),FP(AUX),FN(AUX),TP(AUX),TN(AUX),P(AUX),R(AUX),A(AUX),F1(AUX),FP(CCONJ),FN(CCONJ),TP(CCONJ),TN(CCONJ),P(CCONJ),R(CCONJ),A(CCONJ),F1(CCONJ),FP(DET),FN(DET),TP(DET),TN(DET),P(DET),R(DET),A(DET),F1(DET),FP(INTJ),FN(INTJ),TP(INTJ),TN(INTJ),P(INTJ),R(INTJ),A(INTJ),F1(INTJ),FP(NOUN),FN(NOUN),TP(NOUN),TN(NOUN),P(NOUN),R(NOUN),A(NOUN),F1(NOUN),FP(NUM),FN(NUM),TP(NUM),TN(NUM),P(NUM),R(NUM),A(NUM),F1(NUM),FP(PART),FN(PART),TP(PART),TN(PART),P(PART),R(PART),A(PART),F1(PART),FP(PRON),FN(PRON),TP(PRON),TN(PRON),P(PRON),R(PRON),A(PRON),F1(PRON),FP(PROPN),FN(PROPN),TP(PROPN),TN(PROPN),P(PROPN),R(PROPN),A(PROPN),F1(PROPN),FP(PUNCT),FN(PUNCT),TP(PUNCT),TN(PUNCT),P(PUNCT),R(PUNCT),A(PUNCT),F1(PUNCT),FP(SCONJ),FN(SCONJ),TP(SCONJ),TN(SCONJ),P(SCONJ),R(SCONJ),A(SCONJ),F1(SCONJ),FP(SYM),FN(SYM),TP(SYM),TN(SYM),P(SYM),R(SYM),A(SYM),F1(SYM),FP(VERB),FN(VERB),TP(VERB),TN(VERB),P(VERB),R(VERB),A(VERB),F1(VERB),FP(X),FN(X),TP(X),TN(X),P(X),R(X),A(X),F1(X),FP(UNK),FN(UNK),TP(UNK),TN(UNK),P(UNK),R(UNK),A(UNK),F1(UNK),
0,1,1,backoff,no_heuristic_fallback,48799,10788,557,173,987,47082,0.639248704663,0.850862068966,0.985040677063,0.730029585799,180,272,2723,45624,0.937995177403,0.90918196995,0.990737515113,0.923363852153,381,753,2669,44996,0.875081967213,0.779953243717,0.97676181889,0.82478368356,449,265,1171,46914,0.722839506173,0.815459610028,0.985368552634,0.766361256545,25,127,1659,46988,0.985154394299,0.92889137738,0.996885182073,0.956195965418,180,388,3255,44976,0.947598253275,0.89349437277,0.988360417222,0.919751342187,256,356,2335,45852,0.901196449247,0.867707172055,0.987458759401,0.884134797425,596,478,3512,44213,0.854917234664,0.880200501253,0.977991352282,0.86737466041,75,62,478,48184,0.864376130199,0.885185185185,0.997192565421,0.874656907594,69,104,929,47697,0.930861723447,0.899322362052,0.996454845386,0.914820285574,284,681,7182,40652,0.961960889365,0.913391835177,0.980225004611,0.937047426447,751,27,288,47733,0.27718960539,0.914285714286,0.984057050349,0.42540620384,5924,22,2077,40776,0.259592550931,0.989518818485,0.878153240845,0.411287128713,358,6267,1161,41013,0.764318630678,0.156300484653,0.864239021291,0.25952833352,0,0,0,48799,0,0,1.0,0,693,811,7148,40147,0.911618416018,0.898102776731,0.969179696305,0.904810126582,457,265,1171,46906,0.719287469287,0.815459610028,0.985204614849,0.764360313316,1,1,438,48359,0.997722095672,0.997722095672,0.999959015554,0.997722095672,
0,1,1,weights,no_heuristic_fallback,48799,12022,567,475,977,46780,0.632772020725,0.672865013774,0.978647103424,0.65220293725,144,474,2759,45422,0.950396141922,0.853386947108,0.987335806062,0.899282920469,543,511,2507,45238,0.821967213115,0.830682571239,0.978401196746,0.826301911668,476,196,1144,46983,0.706172839506,0.853731343284,0.986229226009,0.772972972973,25,142,1659,46973,0.985154394299,0.921154913937,0.996577798725,0.952080344333,156,1835,3279,43529,0.954585152838,0.641181071568,0.959199983606,0.767107264007,318,227,2273,45981,0.877267464299,0.9092,0.988831738355,0.892948340208,1047,6269,3061,38422,0.745131450828,0.328081457663,0.850078895059,0.455573746093,52,98,501,48148,0.905967450271,0.836393989983,0.99692616652,0.869791666667,74,94,924,47707,0.925851703407,0.907662082515,0.996557306502,0.916666666667,621,617,6845,40716,0.916822930619,0.917314392924,0.974630627677,0.917068595927,878,16,161,47744,0.154956689124,0.909604519774,0.981679952458,0.264802631579,5963,13,2038,40785,0.25471816023,0.993661628474,0.877538474149,0.405491444489,360,326,1159,46954,0.763001974984,0.780471380471,0.985942334884,0.771637816245,0,0,0,48799,0,0,1.0,0,786,725,7055,40233,0.899757683969,0.906812339332,0.969036250743,0.903271237437,484,196,1144,46975,0.702702702703,0.853731343284,0.986065288223,0.770889487871,1,1,438,48359,0.997722095672,0.997722095672,0.999959015554,0.997722095672,
0,1,1,backoff,heuristic_fallback,48799,3658,433,355,1111,46900,0.719559585492,0.757844474761,0.983852128117,0.738205980066,166,127,2737,45769,0.942817774716,0.955656424581,0.993995778602,0.949193688226,347,726,2703,45023,0.886229508197,0.788276465442,0.978011844505,0.834388022843,447,133,1173,47046,0.724074074074,0.898162327718,0.988114510543,0.801777170198,24,5,1660,47110,0.985748218527,0.996996996997,0.999405725527,0.991340698716,143,163,3292,45201,0.958369723435,0.952821997106,0.9937293797,0.955587808418,204,422,2387,45786,0.921265920494,0.849768600926,0.987171868276,0.884074074074,490,358,3618,44333,0.880720545278,0.909959758551,0.982622594725,0.895101434933,64,10,489,48236,0.884267631103,0.97995991984,0.998483575483,0.929657794677,61,40,937,47761,0.938877755511,0.959058341863,0.997930285457,0.948860759494,294,390,7172,40943,0.960621484061,0.948426342238,0.98598331933,0.954484961405,45,5,994,47755,0.956689124158,0.994994994995,0.99897538884,0.975466143278,8,11,7993,40787,0.999000124984,0.998625687156,0.999610647759,0.998812870978,368,209,1151,47071,0.757735352205,0.846323529412,0.988175987213,0.799583188607,0,0,0,48799,0,0,1.0,0,555,703,7286,40255,0.929218211963,0.912004005508,0.974220783213,0.920530638029,455,133,1173,47038,0.720515970516,0.898162327718,0.987950572758,0.799591002045,1,1,438,48359,0.997722095672,0.997722095672,0.999959015554,0.997722095672,
0,1,1,weights,heuristic_fallback,48799,3657,433,355,1111,46900,0.719559585492,0.757844474761,0.983852128117,0.738205980066,166,127,2737,45769,0.942817774716,0.955656424581,0.993995778602,0.949193688226,347,726,2703,45023,0.886229508197,0.788276465442,0.978011844505,0.834388022843,447,133,1173,47046,0.724074074074,0.898162327718,0.988114510543,0.801777170198,24,5,1660,47110,0.985748218527,0.996996996997,0.999405725527,0.991340698716,143,163,3292,45201,0.958369723435,0.952821997106,0.9937293797,0.955587808418,204,422,2387,45786,0.921265920494,0.849768600926,0.987171868276,0.884074074074,490,357,3618,44334,0.880720545278,0.910188679245,0.982643086949,0.895212173698,64,10,489,48236,0.884267631103,0.97995991984,0.998483575483,0.929657794677,60,40,938,47761,0.939879759519,0.959100204499,0.99795077768,0.949392712551,294,390,7172,40943,0.960621484061,0.948426342238,0.98598331933,0.954484961405,45,5,994,47755,0.956689124158,0.994994994995,0.99897538884,0.975466143278,8,11,7993,40787,0.999000124984,0.998625687156,0.999610647759,0.998812870978,368,209,1151,47071,0.757735352205,0.846323529412,0.988175987213,0.799583188607,0,0,0,48799,0,0,1.0,0,555,703,7286,40255,0.929218211963,0.912004005508,0.974220783213,0.920530638029,455,133,1173,47038,0.720515970516,0.898162327718,0.987950572758,0.799591002045,1,1,438,48359,0.997722095672,0.997722095672,0.999959015554,0.997722095672,
0,1,1,backoff,heuristic_preseed,48799,3583,415,379,1129,46876,0.73121761658,0.748673740053,0.983729174778,0.739842726081,170,128,2733,45768,0.941439889769,0.955260398462,0.993893317486,0.948299791811,331,879,2719,44870,0.891475409836,0.755697609783,0.975204409926,0.817990373045,447,133,1173,47046,0.724074074074,0.898162327718,0.988114510543,0.801777170198,24,5,1660,47110,0.985748218527,0.996996996997,0.999405725527,0.991340698716,142,163,3293,45201,0.95866084425,0.952835648148,0.993749871924,0.955739370193,219,119,2372,46089,0.915476649942,0.952228020875,0.993073628558,0.933490751673,458,369,3650,44322,0.888510223953,0.908186115949,0.983052931413,0.898240433124,64,10,489,48236,0.884267631103,0.97995991984,0.998483575483,0.929657794677,62,42,936,47759,0.937875751503,0.957055214724,0.997868808787,0.947368421053,298,392,7168,40941,0.960085721939,0.948148148148,0.985860365991,0.954079595368,38,16,1001,47744,0.963426371511,0.984267453294,0.998893419947,0.97373540856,6,6,7995,40792,0.999250093738,0.999250093738,0.999754093322,0.999250093738,373,212,1146,47068,0.754443712969,0.843888070692,0.988012049427,0.796663190824,0,0,0,48799,0,0,1.0,0,527,729,7314,40229,0.932789185053,0.909362178292,0.974261767659,0.920926718711,455,133,1173,47038,0.720515970516,0.898162327718,0.987950572758,0.799591002045,1,1,438,48359,0.997722095672,0.997722095672,0.999959015554,0.997722095672,
0,1,1,weights,heuristic_preseed,48799,3583,415,382,1129,46873,0.73121761658,0.747187293183,0.983667698109,0.739116202946,170,128,2733,45768,0.941439889769,0.955260398462,0.993893317486,0.948299791811,331,879,2719,44870,0.891475409836,0.755697609783,0.975204409926,0.817990373045,447,133,1173,47046,0.724074074074,0.898162327718,0.988114510543,0.801777170198,24,5,1660,47110,0.985748218527,0.996996996997,0.999405725527,0.991340698716,142,163,3293,45201,0.95866084425,0.952835648148,0.993749871924,0.955739370193,219,119,2372,46089,0.915476649942,0.952228020875,0.993073628558,0.933490751673,457,365,3651,44326,0.888753651412,0.909113545817,0.983155392529,0.8988183161,64,10,489,48236,0.884267631103,0.97995991984,0.998483575483,0.929657794677,62,42,936,47759,0.937875751503,0.957055214724,0.997868808787,0.947368421053,300,394,7166,40939,0.959817840879,0.947883597884,0.985778397098,0.953813390124,38,16,1001,47744,0.963426371511,0.984267453294,0.998893419947,0.97373540856,6,6,7995,40792,0.999250093738,0.999250093738,0.999754093322,0.999250093738,373,212,1146,47068,0.754443712969,0.843888070692,0.988012049427,0.796663190824,0,0,0,48799,0,0,1.0,0,527,729,7314,40229,0.932789185053,0.909362178292,0.974261767659,0.920926718711,455,133,1173,47038,0.720515970516,0.898162327718,0.987950572758,0.799591002045,0,0,439,48360,1.0,1.0,1.0,1.0,
0,1,2,backoff,no_heuristic_fallback,48799,15809,814,194,730,47061,0.472797927461,0.790043290043,0.979343839013,0.591572123177,616,984,2287,44912,0.787805718223,0.699174564353,0.967212442878,0.740848720441,1025,841,2025,44908,0.66393442623,0.706559665038,0.961761511506,0.684584178499,468,700,1152,46479,0.711111111111,0.622030237581,0.976065083301,0.663594470046,173,147,1511,46968,0.897268408551,0.911338962606,0.993442488576,0.904248952723,530,1148,2905,44216,0.845705967977,0.716753022453,0.965614049468,0.775908119658,379,600,2212,45608,0.853724430722,0.786628733997,0.979938113486,0.818804367944,978,848,3130,43843,0.761927945472,0.786827551533,0.962581200434,0.774177590898,175,150,378,48096,0.683544303797,0.715909090909,0.99334002746,0.699352451434,167,419,831,47382,0.832665330661,0.6648,0.987991557204,0.739323843416,860,1264,6606,40069,0.884811143852,0.839390088945,0.95647451792,0.861502347418,791,42,248,47718,0.238691049086,0.855172413793,0.982929978073,0.373212942062,6670,22,1331,40776,0.166354205724,0.983739837398,0.862866042337,0.284584135129,637,477,882,46803,0.58064516129,0.649006622517,0.977171663354,0.612925642808,0,0,0,48799,0,0,1.0,0,1307,1366,6534,39592,0.833312077541,0.827088607595,0.945224287383,0.830188679245,476,700,1152,46471,0.707616707617,0.622030237581,0.975901145515,0.662068965517,207,6603,232,41757,0.5284738041,0.0339429407462,0.860447959999,0.0637888369535,
0,1,2,weights,no_heuristic_fallback,48799,5128,539,339,1005,46916,0.650906735751,0.747767857143,0.982007828029,0.695983379501,196,267,2707,45629,0.932483637616,0.910221923336,0.990512100658,0.921218308661,419,582,2631,45167,0.86262295082,0.818860877684,0.979487284576,0.840172441322,454,229,1166,46950,0.71975308642,0.835842293907,0.986003811554,0.773466003317,26,123,1658,46992,0.984560570071,0.930937675463,0.996946658743,0.956998556999,168,525,3267,44839,0.951091703057,0.861550632911,0.985798889322,0.904109589041,263,478,2328,45730,0.898494789657,0.829650748396,0.984815262608,0.862701500834,652,568,3456,44123,0.841285296981,0.858846918489,0.974999487694,0.849975405804,96,69,457,48177,0.826401446655,0.868821292776,0.996618783172,0.847080630213,64,108,934,47693,0.935871743487,0.896353166987,0.996475337609,0.91568627451,323,661,7143,40672,0.956737208679,0.915299846233,0.97983565237,0.935559921415,750,94,289,47666,0.278152069297,0.754569190601,0.982704563618,0.4064697609,10,22,7991,40776,0.99875015623,0.9972544615,0.999344248858,0.99800174847,356,349,1163,46931,0.765635286373,0.76917989418,0.985552982643,0.767403497196,0,0,0,48799,0,0,1.0,0,801,711,7040,40247,0.897844662671,0.908269900658,0.96901575852,0.903027193433,462,229,1166,46942,0.716216216216,0.835842293907,0.985839873768,0.771419120079,3,3,436,48357,0.993166287016,0.993166287016,0.999877046661,0.993166287016,
0,1,2,backoff,heuristic_fallback,48799,6593,569,570,975,46685,0.631476683938,0.631067961165,0.976659357774,0.631272256394,516,267,2387,45629,0.822252841888,0.899397136398,0.983954589233,0.859096634875,782,1202,2268,44547,0.743606557377,0.653602305476,0.959343429169,0.695705521472,461,305,1159,46874,0.715432098765,0.791666666667,0.984302957028,0.751621271077,112,6,1572,47109,0.933491686461,0.996197718631,0.997581917662,0.963825873697,386,275,3049,45089,0.887627365357,0.917268351384,0.986454640464,0.902204468117,279,682,2312,45526,0.892319567734,0.772211088844,0.980306973504,0.827931960609,707,707,3401,43984,0.827896786758,0.827896786758,0.971023996393,0.827896786758,161,19,392,48227,0.708860759494,0.953771289538,0.996311399824,0.813278008299,154,65,844,47736,0.845691382766,0.928492849285,0.995512203119,0.885159937074,646,776,6820,40557,0.913474417359,0.897840968931,0.970860058608,0.905590227061,48,4,991,47756,0.953801732435,0.995979899497,0.998934404394,0.974434611603,12,14,7989,40784,0.998500187477,0.998250656004,0.999467202197,0.998375406148,615,271,904,47009,0.59512837393,0.769361702128,0.981843890244,0.671121009651,0,0,0,48799,0,0,1.0,0,1001,1294,6840,39664,0.872337712027,0.840914679125,0.952970347753,0.856338028169,469,305,1159,46866,0.711916461916,0.791666666667,0.984139019242,0.749676584735,136,136,303,48224,0.69020501139,0.69020501139,0.994426115289,0.69020501139,
0,1,2,weights,heuristic_fallback,48799,3835,471,386,1073,46869,0.694948186528,0.735435229609,0.982438164716,0.714618714619,177,128,2726,45768,0.939028591113,0.955150665732,0.993749871924,0.947021017891,360,756,2690,44993,0.881967213115,0.780615206036,0.977130678907,0.828201970443,443,134,1177,47045,0.726543209877,0.897787948131,0.988175987213,0.803138860457,26,5,1658,47110,0.984560570071,0.996993385448,0.999364741081,0.990737974305,147,164,3288,45200,0.957205240175,0.952491309386,0.993626918584,0.954842456803,213,455,2378,45753,0.917792358163,0.839392869749,0.986311194902,0.876843657817,527,415,3581,44276,0.871713729309,0.896146146146,0.980696325744,0.883761105627,85,9,468,48237,0.846292947559,0.981132075472,0.998073731019,0.908737864078,60,32,938,47769,0.939879759519,0.967010309278,0.998114715465,0.95325203252,300,395,7166,40938,0.959817840879,0.947758233038,0.985757904875,0.953749916816,45,5,994,47755,0.956689124158,0.994994994995,0.99897538884,0.975466143278,8,10,7993,40788,0.999000124984,0.998750468574,0.999631139982,0.99887528118,368,204,1151,47076,0.757735352205,0.849446494465,0.988278448329,0.800974251914,0,0,0,48799,0,0,1.0,0,596,736,7245,40222,0.923989287081,0.907780979827,0.972704358696,0.915813424346,451,134,1177,47037,0.722972972973,0.897787948131,0.988012049427,0.800952705002,1,1,438,48359,0.997722095672,0.997722095672,0.999959015554,0.997722095672,
